fecha,licenciataria,demanda_millones_m3d
2023-09-12,Distribuidora de Gas Cuyana,3.583
2023-09-12,Naturgy NOA,1.34
2023-09-12,Camuzzi Gas del Sur,15.281239
2023-09-12,MetroGAS,9.456
2023-09-12,Naturgy BAN,8.23
2023-09-12,GasNea,0.583969
2023-09-12,Camuzzi Gas Pampeana,10.594524
2023-09-12,Litoral Gas,3.949918
2023-09-13,Litoral Gas,3.883845
2023-09-13,Distribuidora de Gas del Centro,3.180899
2023-09-13,GasNea,0.610738
2023-09-13,Distribuidora de Gas Cuyana,3.597
2023-09-13,MetroGAS,9.2543
2023-09-13,Naturgy NOA,1.38
2023-09-13,Camuzzi Gas Pampeana,10.892858
2023-09-13,Camuzzi Gas del Sur,14.802409
2023-09-13,Naturgy BAN,8.15
2023-09-14,Camuzzi Gas del Sur,13.470896
2023-09-14,Camuzzi Gas Pampeana,10.609079
2023-09-14,Naturgy NOA,1.31
2023-09-14,Distribuidora de Gas del Centro,2.816985
2023-09-14,Litoral Gas,3.759885
2023-09-14,Naturgy BAN,8.01
2023-09-14,Distribuidora de Gas Cuyana,2.756
2023-09-14,MetroGAS,8.9762
2023-09-14,GasNea,0.532465
2023-09-15,Naturgy NOA,1.3
2023-09-15,MetroGAS,7.1159
2023-09-15,GasNea,0.290455
2023-09-15,Camuzzi Gas Pampeana,8.41031
2023-09-15,Distribuidora de Gas del Centro,2.080782
2023-09-15,Distribuidora de Gas Cuyana,2.449226
2023-09-15,Naturgy BAN,6.96
2023-09-15,Camuzzi Gas del Sur,13.474834
2023-09-15,Litoral Gas,2.714302
2023-09-16,Camuzzi Gas del Sur,14.58237
2023-09-16,Distribuidora de Gas Cuyana,1.528113
2023-09-16,Camuzzi Gas Pampeana,6.933651
2023-09-16,Distribuidora de Gas del Centro,1.835236
2023-09-16,GasNea,0.441695
2023-09-16,MetroGAS,5.6013
2023-09-16,Litoral Gas,2.093737
2023-09-16,Naturgy BAN,5.06
2023-09-16,Naturgy NOA,1.13
2023-09-17,Camuzzi Gas del Sur,15.91965
2023-09-17,Litoral Gas,2.107345
2023-09-17,Distribuidora de Gas Cuyana,2.363
2023-09-17,Naturgy BAN,5.96
2023-09-17,Distribuidora de Gas del Centro,1.977685
2023-09-17,MetroGAS,7.0431
2023-09-17,Camuzzi Gas Pampeana,8.783018
2023-09-17,GasNea,0.328376
2023-09-17,Naturgy NOA,0.99
2023-09-18,Camuzzi Gas del Sur,16.105398
2023-09-18,Litoral Gas,3.011644
2023-09-18,Camuzzi Gas Pampeana,9.97373
2023-09-18,Naturgy NOA,1.14
2023-09-18,MetroGAS,9.1741
2023-09-18,Naturgy BAN,8.09
2023-09-18,Distribuidora de Gas del Centro,2.605451
2023-09-18,Distribuidora de Gas Cuyana,3.093
2023-09-18,GasNea,0.493658
2023-09-19,Camuzzi Gas Pampeana,10.721418
2023-09-19,Camuzzi Gas del Sur,16.60067
2023-09-19,Litoral Gas,3.390468
2023-09-19,Distribuidora de Gas del Centro,2.621554
2023-09-19,Naturgy BAN,8.67
2023-09-19,Naturgy NOA,1.15
2023-09-19,GasNea,0.590634
2023-09-19,MetroGAS,9.7867
2023-09-19,Distribuidora de Gas Cuyana,3.055
2023-09-20,MetroGAS,8.8463
2023-09-20,Litoral Gas,3.196335
2023-09-20,Distribuidora de Gas Cuyana,2.557
2023-09-20,Naturgy BAN,7.86
2023-09-20,GasNea,0.535007
2023-09-20,Naturgy NOA,1.12
2023-09-20,Camuzzi Gas Pampeana,10.315899
2023-09-20,Camuzzi Gas del Sur,16.999376
2023-09-20,Distribuidora de Gas del Centro,2.855107
2023-09-21,Camuzzi Gas del Sur,15.713176
2023-09-21,Camuzzi Gas Pampeana,8.756283
2023-09-21,Naturgy NOA,1.13
2023-09-21,Distribuidora de Gas del Centro,1.824061
2023-09-21,Distribuidora de Gas Cuyana,2.143
2023-09-21,Litoral Gas,2.718632
2023-09-21,Naturgy BAN,6.55
2023-09-21,MetroGAS,7.3562
2023-09-21,GasNea,0.476162
2023-09-22,Litoral Gas,2.70763
2023-09-22,Distribuidora de Gas Cuyana,2.31
2023-09-22,Distribuidora de Gas del Centro,2.102861
2023-09-22,GasNea,0.472763
2023-09-22,MetroGAS,9.4994
2023-09-22,Naturgy NOA,1.13
2023-09-22,Camuzzi Gas Pampeana,9.381768
2023-09-22,Naturgy BAN,7.97
2023-09-22,Camuzzi Gas del Sur,15.330617
2023-09-23,Naturgy BAN,7.9
2023-09-23,Litoral Gas,2.321721
2023-09-23,Distribuidora de Gas Cuyana,1.956
2023-09-23,Distribuidora de Gas del Centro,1.804887
2023-09-23,Naturgy NOA,1.11
2023-09-23,Camuzzi Gas del Sur,14.424716
2023-09-23,Camuzzi Gas Pampeana,10.13366
2023-09-23,GasNea,0.389286
2023-09-23,MetroGAS,8.6805
2023-09-24,GasNea,0.412726
2023-09-24,MetroGAS,8.5537
2023-09-24,Camuzzi Gas del Sur,13.870805
2023-09-24,Distribuidora de Gas del Centro,1.79996
2023-09-24,Litoral Gas,2.02202
2023-09-24,Naturgy NOA,0.95
2023-09-24,Naturgy BAN,7.59
2023-09-24,Distribuidora de Gas Cuyana,2.441
2023-09-24,Camuzzi Gas Pampeana,9.54424
2023-09-25,Distribuidora de Gas del Centro,2.084179
2023-09-25,Naturgy BAN,8.22
2023-09-25,MetroGAS,9.5562
2023-09-25,Naturgy NOA,1.11
2023-09-25,GasNea,0.471607
2023-09-25,Distribuidora de Gas Cuyana,2.775
2023-09-25,Camuzzi Gas Pampeana,10.062593
2023-09-25,Camuzzi Gas del Sur,13.204661
2023-09-25,Litoral Gas,3.089292
2023-09-26,Naturgy NOA,1.18
2023-09-26,Litoral Gas,3.081088
2023-09-26,GasNea,0.519146
2023-09-26,Distribuidora de Gas Cuyana,3.072
2023-09-26,Distribuidora de Gas del Centro,2.610181
2023-09-26,Camuzzi Gas Pampeana,10.010989
2023-09-26,Camuzzi Gas del Sur,13.400598
2023-09-26,MetroGAS,10.7163
2023-09-26,Naturgy BAN,9.36
2023-09-27,Litoral Gas,2.812543
2023-09-27,Distribuidora de Gas del Centro,2.421678
2023-09-27,Naturgy NOA,1.27
2023-09-27,GasNea,0.532038
2023-09-27,Naturgy BAN,7.78
2023-09-27,Distribuidora de Gas Cuyana,2.741
2023-09-27,MetroGAS,8.7721
2023-09-27,Camuzzi Gas Pampeana,9.329325
2023-09-27,Camuzzi Gas del Sur,13.079296
2023-09-28,Naturgy BAN,7.88
2023-09-28,MetroGAS,7.6946
2023-09-28,Naturgy NOA,1.26
2023-09-28,Distribuidora de Gas del Centro,2.09883
2023-09-28,Litoral Gas,2.671746
2023-09-28,Camuzzi Gas del Sur,13.436584
2023-09-28,Camuzzi Gas Pampeana,8.686658
2023-09-28,Distribuidora de Gas Cuyana,2.491
2023-09-28,GasNea,0.542804
2023-09-29,GasNea,0.499531
2023-09-29,Camuzzi Gas Pampeana,9.883526
2023-09-29,Distribuidora de Gas del Centro,2.431506
2023-09-29,Litoral Gas,2.475992
2023-09-29,Camuzzi Gas del Sur,13.170636
2023-09-29,Naturgy BAN,6.18
2023-09-29,Distribuidora de Gas Cuyana,2.718155
2023-09-29,MetroGAS,7.2875
2023-09-29,Naturgy NOA,1.27
2023-09-30,Distribuidora de Gas Cuyana,2.306848
2023-09-30,Litoral Gas,2.21774
2023-09-30,Camuzzi Gas Pampeana,9.786319
2023-09-30,GasNea,0.397299
2023-09-30,Naturgy BAN,7.04
2023-09-30,Distribuidora de Gas del Centro,2.15144
2023-09-30,Naturgy NOA,1.26
2023-09-30,Camuzzi Gas del Sur,11.594753
2023-09-30,MetroGAS,16.0842
2023-10-01,Distribuidora de Gas del Centro,1.624822
2023-10-01,MetroGAS,13.6876
2023-10-01,Naturgy BAN,5.98
2023-10-01,GasNea,0.478704
2023-10-01,Camuzzi Gas Pampeana,8.085293
2023-10-01,Naturgy NOA,1.09
2023-10-01,Camuzzi Gas del Sur,10.393679
2023-10-01,Distribuidora de Gas Cuyana,1.844
2023-10-01,Litoral Gas,1.797898
2023-10-02,Distribuidora de Gas Cuyana,1.833
2023-10-02,Distribuidora de Gas del Centro,1.771583
2023-10-02,GasNea,0.445624
2023-10-02,Naturgy NOA,1.15
2023-10-02,Litoral Gas,2.281678
2023-10-02,Camuzzi Gas Pampeana,7.95907
2023-10-02,Naturgy BAN,6.67
2023-10-02,Camuzzi Gas del Sur,11.371008
2023-10-02,MetroGAS,15.4932
2023-10-03,Naturgy NOA,1.12
2023-10-03,Distribuidora de Gas Cuyana,2.17
2023-10-03,Distribuidora de Gas del Centro,2.395661
2023-10-03,Camuzzi Gas del Sur,11.29665
2023-10-03,MetroGAS,14.8104
2023-10-03,Naturgy BAN,6.59
2023-10-03,GasNea,0.397953
2023-10-03,Litoral Gas,2.67093
2023-10-03,Camuzzi Gas Pampeana,8.873446
2023-10-04,GasNea,0.445702
2023-10-04,Camuzzi Gas del Sur,11.144791
2023-10-04,Distribuidora de Gas del Centro,2.283378
2023-10-04,Distribuidora de Gas Cuyana,2.79
2023-10-04,Naturgy BAN,6.85
2023-10-04,Camuzzi Gas Pampeana,9.288917
2023-10-04,MetroGAS,16.1878
2023-10-04,Naturgy NOA,1.03
2023-10-04,Litoral Gas,2.755122
2023-10-05,Litoral Gas,2.307438
2023-10-05,Camuzzi Gas del Sur,11.238634
2023-10-05,GasNea,0.390128
2023-10-05,MetroGAS,13.4688
2023-10-05,Naturgy NOA,1.07
2023-10-05,Distribuidora de Gas Cuyana,2.196
2023-10-05,Naturgy BAN,5.71
2023-10-05,Distribuidora de Gas del Centro,2.225526
2023-10-05,Camuzzi Gas Pampeana,7.874652
2023-10-06,Naturgy BAN,5.19
2023-10-06,Distribuidora de Gas del Centro,2.210038
2023-10-06,MetroGAS,11.7026
2023-10-06,GasNea,0.31423
2023-10-06,Naturgy NOA,1.09
2023-10-06,Camuzzi Gas del Sur,11.861551
2023-10-06,Distribuidora de Gas Cuyana,1.958093
2023-10-06,Litoral Gas,1.986893
2023-10-06,Camuzzi Gas Pampeana,7.521569
2023-10-07,Distribuidora de Gas del Centro,1.754307
2023-10-07,Naturgy BAN,4.51
2023-10-07,Litoral Gas,1.572272
2023-10-07,Distribuidora de Gas Cuyana,1.700525
2023-10-07,MetroGAS,5.4073
2023-10-07,Naturgy NOA,1.09
2023-10-07,GasNea,0.217921
2023-10-07,Camuzzi Gas Pampeana,6.662182
2023-10-07,Camuzzi Gas del Sur,12.634205
2023-10-08,Distribuidora de Gas Cuyana,1.454976
2023-10-08,Camuzzi Gas del Sur,12.101475
2023-10-08,Naturgy NOA,0.71
2023-10-08,Camuzzi Gas Pampeana,5.0383
2023-10-08,MetroGAS,4.5091
2023-10-08,Naturgy BAN,3.83
2023-10-08,Litoral Gas,1.321066
2023-10-08,Distribuidora de Gas del Centro,1.533259
2023-10-08,GasNea,0.250656
2023-10-09,MetroGAS,4.9427
2023-10-09,Distribuidora de Gas del Centro,1.392224
2023-10-09,GasNea,0.249805
2023-10-09,Distribuidora de Gas Cuyana,1.742772
2023-10-09,Litoral Gas,1.685781
2023-10-09,Camuzzi Gas Pampeana,4.393049
2023-10-09,Naturgy NOA,0.75
2023-10-09,Camuzzi Gas del Sur,11.742488
2023-10-09,Naturgy BAN,4.27
2023-10-10,Litoral Gas,1.492387
2023-10-10,Naturgy BAN,4.18
2023-10-10,MetroGAS,4.9426
2023-10-10,Naturgy NOA,1.02
2023-10-10,Distribuidora de Gas del Centro,1.448791
2023-10-10,GasNea,0.226509
2023-10-10,Distribuidora de Gas Cuyana,1.43383
2023-10-10,Camuzzi Gas del Sur,13.48214
2023-10-10,Camuzzi Gas Pampeana,4.740992
2023-10-11,Naturgy NOA,1.01
2023-10-11,MetroGAS,7.7263
2023-10-11,GasNea,0.383096
2023-10-11,Naturgy BAN,6.45
2023-10-11,Camuzzi Gas Pampeana,7.459536
2023-10-11,Distribuidora de Gas del Centro,1.914117
2023-10-11,Litoral Gas,2.310122
2023-10-11,Camuzzi Gas del Sur,13.012546
2023-10-11,Distribuidora de Gas Cuyana,2.148631
2023-10-12,MetroGAS,8.1483
2023-10-12,Distribuidora de Gas del Centro,2.056541
2023-10-12,Camuzzi Gas del Sur,11.581463
2023-10-12,Naturgy BAN,6.79
2023-10-12,Litoral Gas,2.457478
2023-10-12,Distribuidora de Gas Cuyana,2.196744
2023-10-12,Naturgy NOA,0.97
2023-10-12,GasNea,0.454839
2023-10-12,Camuzzi Gas Pampeana,7.616791
2023-10-13,Naturgy NOA,1.01
2023-10-13,Camuzzi Gas Pampeana,6.917901
2023-10-13,Camuzzi Gas del Sur,10.098077
2023-10-13,Naturgy BAN,5.4
2023-10-13,MetroGAS,6.3459
2023-10-13,Distribuidora de Gas Cuyana,2.013493
2023-10-13,GasNea,0.453801
2023-10-13,Distribuidora de Gas del Centro,1.773074
2023-10-13,Litoral Gas,2.016538
2023-10-14,Distribuidora de Gas del Centro,1.583559
2023-10-14,Litoral Gas,1.653519
2023-10-14,Distribuidora de Gas Cuyana,1.662909
2023-10-14,GasNea,0.357221
2023-10-14,MetroGAS,5.4834
2023-10-14,Naturgy BAN,4.73
2023-10-14,Naturgy NOA,0.95
2023-10-14,Camuzzi Gas Pampeana,5.953052
2023-10-14,Camuzzi Gas del Sur,9.414786
2023-10-15,Camuzzi Gas del Sur,9.041732
2023-10-15,Camuzzi Gas Pampeana,4.718624
2023-10-15,Naturgy BAN,3.78
2023-10-15,Distribuidora de Gas del Centro,1.269642
2023-10-15,GasNea,0.270184
2023-10-15,Distribuidora de Gas Cuyana,1.301739
2023-10-15,Naturgy NOA,0.86
2023-10-15,Litoral Gas,1.259352
2023-10-15,MetroGAS,4.5034
2023-10-16,Camuzzi Gas Pampeana,4.943668
2023-10-16,Camuzzi Gas del Sur,9.730856
2023-10-16,Naturgy NOA,0.87
2023-10-16,Naturgy BAN,3.37
2023-10-16,GasNea,0.180623
2023-10-16,Distribuidora de Gas del Centro,1.142696
2023-10-16,Distribuidora de Gas Cuyana,1.406
2023-10-16,Litoral Gas,1.140269
2023-10-16,MetroGAS,4.2901
2023-10-17,Camuzzi Gas Pampeana,6.094083
2023-10-17,Naturgy NOA,0.97
2023-10-17,MetroGAS,6.5698
2023-10-17,GasNea,0.3944
2023-10-17,Distribuidora de Gas Cuyana,1.891008
2023-10-17,Camuzzi Gas del Sur,8.629877
2023-10-17,Naturgy BAN,5.38
2023-10-17,Litoral Gas,1.838038
2023-10-17,Distribuidora de Gas del Centro,1.400917
2023-10-18,Distribuidora de Gas Cuyana,1.638737
2023-10-18,Litoral Gas,2.018925
2023-10-18,Naturgy NOA,1.1
2023-10-18,MetroGAS,6.7079
2023-10-18,GasNea,0.320122
2023-10-18,Camuzzi Gas del Sur,7.521025
2023-10-18,Distribuidora de Gas del Centro,2.011099
2023-10-18,Camuzzi Gas Pampeana,6.58558
2023-10-18,Naturgy BAN,5.63
2023-10-19,Litoral Gas,1.844122
2023-10-19,Naturgy NOA,1.05
2023-10-19,MetroGAS,6.2184
2023-10-19,GasNea,0.302974
2023-10-19,Distribuidora de Gas Cuyana,1.681
2023-10-19,Naturgy BAN,5.3
2023-10-19,Distribuidora de Gas del Centro,1.652062
2023-10-19,Camuzzi Gas Pampeana,6.04529
2023-10-19,Camuzzi Gas del Sur,7.010345
2023-10-20,Distribuidora de Gas Cuyana,1.131693
2023-10-20,Distribuidora de Gas del Centro,1.363207
2023-10-20,Litoral Gas,1.731524
2023-10-20,Naturgy BAN,4.57
2023-10-20,MetroGAS,5.4311
2023-10-20,Camuzzi Gas Pampeana,4.712665
2023-10-20,Naturgy NOA,0.98
2023-10-20,Camuzzi Gas del Sur,7.169012
2023-10-20,GasNea,0.345195
2023-10-21,Camuzzi Gas del Sur,7.591543
2023-10-21,Distribuidora de Gas del Centro,1.505024
2023-10-21,MetroGAS,4.5506
2023-10-21,Litoral Gas,1.339271
2023-10-21,Naturgy BAN,3.65
2023-10-21,GasNea,0.217244
2023-10-21,Naturgy NOA,0.93
2023-10-21,Camuzzi Gas Pampeana,4.197834
2023-10-21,Distribuidora de Gas Cuyana,1.411967
2023-10-22,Distribuidora de Gas Cuyana,1.236749
2023-10-22,Camuzzi Gas del Sur,8.415221
2023-10-22,Distribuidora de Gas del Centro,0.89565
2023-10-22,MetroGAS,4.2553
2023-10-22,Litoral Gas,1.224615
2023-10-22,GasNea,0.236516
2023-10-22,Camuzzi Gas Pampeana,4.378087
2023-10-22,Naturgy BAN,3.39
2023-10-22,Naturgy NOA,0.81
2023-10-23,Litoral Gas,1.773523
2023-10-23,Distribuidora de Gas Cuyana,1.525
2023-10-23,GasNea,0.254288
2023-10-23,Camuzzi Gas Pampeana,6.248655
2023-10-23,Camuzzi Gas del Sur,9.528779
2023-10-23,MetroGAS,5.6294
2023-10-23,Naturgy NOA,0.93
2023-10-23,Distribuidora de Gas del Centro,1.410989
2023-10-23,Naturgy BAN,4.91
2023-10-24,Litoral Gas,1.927958
2023-10-24,MetroGAS,6.1733
2023-10-24,Distribuidora de Gas Cuyana,1.726089
2023-10-24,GasNea,0.2885
2023-10-24,Naturgy BAN,5.39
2023-10-24,Naturgy NOA,0.95
2023-10-24,Distribuidora de Gas del Centro,1.941434
2023-10-24,Camuzzi Gas del Sur,9.329047
2023-10-24,Camuzzi Gas Pampeana,6.627561
2023-10-25,Distribuidora de Gas del Centro,1.788472
2023-10-25,Naturgy BAN,5.15
2023-10-25,Naturgy NOA,0.97
2023-10-25,Camuzzi Gas del Sur,8.845304
2023-10-25,Litoral Gas,1.886638
2023-10-25,GasNea,0.329894
2023-10-25,Distribuidora de Gas Cuyana,1.628
2023-10-25,MetroGAS,6.0554
2023-10-25,Camuzzi Gas Pampeana,5.594789
2023-10-26,MetroGAS,5.2439
2023-10-26,Naturgy BAN,4.72
2023-10-26,GasNea,0.320919
2023-10-26,Litoral Gas,1.81384
2023-10-26,Naturgy NOA,0.95
2023-10-26,Camuzzi Gas del Sur,7.819905
2023-10-26,Distribuidora de Gas Cuyana,1.575953
2023-10-26,Camuzzi Gas Pampeana,4.519069
2023-10-26,Distribuidora de Gas del Centro,1.597897
2023-10-27,MetroGAS,4.7215
2023-10-27,Litoral Gas,1.584905
2023-10-27,GasNea,0.252949
2023-10-27,Camuzzi Gas del Sur,8.622855
2023-10-27,Camuzzi Gas Pampeana,3.688608
2023-10-27,Naturgy NOA,0.91
2023-10-27,Naturgy BAN,3.97
2023-10-27,Distribuidora de Gas del Centro,1.477657
2023-10-27,Distribuidora de Gas Cuyana,1.67
2023-10-28,MetroGAS,3.8378
2023-10-28,GasNea,0.209616
2023-10-28,Naturgy NOA,0.92
2023-10-28,Distribuidora de Gas Cuyana,1.016706
2023-10-28,Distribuidora de Gas del Centro,1.360472
2023-10-28,Litoral Gas,1.287662
2023-10-28,Camuzzi Gas del Sur,9.569485
2023-10-28,Naturgy BAN,3.18
2023-10-28,Camuzzi Gas Pampeana,3.189436
2023-10-29,MetroGAS,3.6935
2023-10-29,GasNea,0.207506
2023-10-29,Camuzzi Gas del Sur,11.166621
2023-10-29,Litoral Gas,1.065319
2023-10-29,Naturgy BAN,3.17
2023-10-29,Distribuidora de Gas del Centro,1.007516
2023-10-29,Naturgy NOA,0.83
2023-10-29,Camuzzi Gas Pampeana,3.536967
2023-10-29,Distribuidora de Gas Cuyana,0.924
2023-10-30,MetroGAS,5.5407
2023-10-30,Litoral Gas,1.77434
2023-10-30,Distribuidora de Gas del Centro,1.278339
2023-10-30,Distribuidora de Gas Cuyana,1.653307
2023-10-30,Naturgy BAN,4.71
2023-10-30,Camuzzi Gas Pampeana,4.582574
2023-10-30,Naturgy NOA,0.91
2023-10-30,GasNea,0.289055
2023-10-30,Camuzzi Gas del Sur,12.892927
2023-10-31,Distribuidora de Gas Cuyana,1.578
2023-10-31,GasNea,0.432749
2023-10-31,Distribuidora de Gas del Centro,1.781061
2023-10-31,Naturgy BAN,6.69
2023-10-31,Naturgy NOA,0.91
2023-10-31,Camuzzi Gas Pampeana,6.299048
2023-10-31,MetroGAS,7.5023
2023-10-31,Camuzzi Gas del Sur,12.911629
2023-10-31,Litoral Gas,2.355521
2023-11-01,Naturgy NOA,0.91
2023-11-01,Litoral Gas,3.275528
2023-11-01,Distribuidora de Gas del Centro,2.343337
2023-11-01,MetroGAS,8.1179
2023-11-01,GasNea,0.550076
2023-11-01,Distribuidora de Gas Cuyana,2.287
2023-11-01,Naturgy BAN,7.13
2023-11-01,Camuzzi Gas del Sur,13.1169
2023-11-01,Camuzzi Gas Pampeana,8.173144
2023-11-02,Camuzzi Gas del Sur,11.384134
2023-11-02,Distribuidora de Gas del Centro,3.46699
2023-11-02,Litoral Gas,3.88729
2023-11-02,Distribuidora de Gas Cuyana,3.041
2023-11-02,Naturgy NOA,0.92
2023-11-02,Naturgy BAN,8.28
2023-11-02,MetroGAS,8.9659
2023-11-02,GasNea,0.405609
2023-11-02,Camuzzi Gas Pampeana,10.235531
2023-11-03,Camuzzi Gas del Sur,9.730701
2023-11-03,Distribuidora de Gas del Centro,2.762539
2023-11-03,GasNea,0.586816
2023-11-03,Naturgy BAN,7.74
2023-11-03,Distribuidora de Gas Cuyana,2.301788
2023-11-03,Camuzzi Gas Pampeana,9.952436
2023-11-03,Naturgy NOA,0.95
2023-11-03,Litoral Gas,3.436149
2023-11-03,MetroGAS,8.4127
2023-11-04,GasNea,0.382599
2023-11-04,Naturgy NOA,0.91
2023-11-04,MetroGAS,5.9452
2023-11-04,Naturgy BAN,5.26
2023-11-04,Camuzzi Gas Pampeana,6.109981
2023-11-04,Litoral Gas,1.886024
2023-11-04,Camuzzi Gas del Sur,7.797062
2023-11-04,Distribuidora de Gas Cuyana,1.697589
2023-11-04,Distribuidora de Gas del Centro,1.743595
2023-11-05,Camuzzi Gas Pampeana,4.415842
2023-11-05,MetroGAS,4.7652
2023-11-05,Distribuidora de Gas del Centro,1.523185
2023-11-05,GasNea,0.240113
2023-11-05,Distribuidora de Gas Cuyana,1.028
2023-11-05,Camuzzi Gas del Sur,7.159169
2023-11-05,Naturgy BAN,3.96
2023-11-05,Naturgy NOA,0.75
2023-11-05,Litoral Gas,1.543355
2023-11-06,Distribuidora de Gas Cuyana,1.537784
2023-11-06,Camuzzi Gas Pampeana,2.962289
2023-11-06,Naturgy NOA,0.83
2023-11-06,Camuzzi Gas del Sur,6.735966
2023-11-06,MetroGAS,4.9661
2023-11-06,GasNea,0.497155
2023-11-06,Naturgy BAN,4.28
2023-11-06,Litoral Gas,1.491721
2023-11-06,Distribuidora de Gas del Centro,1.445855
2023-11-07,Camuzzi Gas Pampeana,3.124025
2023-11-07,MetroGAS,4.6033
2023-11-07,Distribuidora de Gas Cuyana,0.803
2023-11-07,Naturgy NOA,0.83
2023-11-07,Distribuidora de Gas del Centro,0.650595
2023-11-07,Litoral Gas,1.521966
2023-11-07,GasNea,0.389538
2023-11-07,Naturgy BAN,3.84
2023-11-07,Camuzzi Gas del Sur,7.384679
2023-11-08,Camuzzi Gas Pampeana,3.331663
2023-11-08,Naturgy NOA,0.83
2023-11-08,Distribuidora de Gas Cuyana,1.464
2023-11-08,Naturgy BAN,4.05
2023-11-08,Distribuidora de Gas del Centro,1.402079
2023-11-08,Camuzzi Gas del Sur,8.124989
2023-11-08,MetroGAS,4.732
2023-11-08,GasNea,0.259638
2023-11-08,Litoral Gas,1.497577
2023-11-09,GasNea,0.308413
2023-11-09,Naturgy BAN,4.19
2023-11-09,Naturgy NOA,0.91
2023-11-09,Litoral Gas,1.524581
2023-11-09,MetroGAS,4.9168
2023-11-09,Distribuidora de Gas del Centro,1.344337
2023-11-09,Distribuidora de Gas Cuyana,1.316
2023-11-09,Camuzzi Gas del Sur,7.245358
2023-11-09,Camuzzi Gas Pampeana,3.62767
2023-11-10,Naturgy BAN,4.67
2023-11-10,Camuzzi Gas del Sur,6.625291
2023-11-10,Litoral Gas,1.581143
2023-11-10,Naturgy NOA,0.89
2023-11-10,Distribuidora de Gas Cuyana,1.156042
2023-11-10,Distribuidora de Gas del Centro,1.51006
2023-11-10,MetroGAS,5.2522
2023-11-10,GasNea,0.446098
2023-11-10,Camuzzi Gas Pampeana,4.845659
2023-11-11,Naturgy BAN,3.67
2023-11-11,Distribuidora de Gas del Centro,0.963152
2023-11-11,Camuzzi Gas del Sur,7.219114
2023-11-11,Distribuidora de Gas Cuyana,1.195212
2023-11-11,MetroGAS,4.3188
2023-11-11,Naturgy NOA,0.87
2023-11-11,Litoral Gas,1.133568
2023-11-11,GasNea,0.189685
2023-11-11,Camuzzi Gas Pampeana,3.580176
2023-11-12,Camuzzi Gas Pampeana,3.683948
2023-11-12,Naturgy NOA,0.75
2023-11-12,Camuzzi Gas del Sur,8.800889
2023-11-12,MetroGAS,4.0536
2023-11-12,GasNea,0.272617
2023-11-12,Distribuidora de Gas del Centro,0.936654
2023-11-12,Distribuidora de Gas Cuyana,1.268501
2023-11-12,Litoral Gas,0.908082
2023-11-12,Naturgy BAN,3.33
2023-11-13,Naturgy BAN,4.53
2023-11-13,MetroGAS,5.1287
2023-11-13,GasNea,0.454985
2023-11-13,Litoral Gas,1.86378
2023-11-13,Naturgy NOA,0.91
2023-11-13,Distribuidora de Gas Cuyana,1.507587
2023-11-13,Distribuidora de Gas del Centro,1.740798
2023-11-13,Camuzzi Gas del Sur,9.395398
2023-11-13,Camuzzi Gas Pampeana,3.988987
2023-11-14,Distribuidora de Gas Cuyana,1.31064
2023-11-14,Litoral Gas,1.659151
2023-11-14,GasNea,0.376902
2023-11-14,MetroGAS,4.8675
2023-11-14,Naturgy BAN,4.31
2023-11-14,Naturgy NOA,0.87
2023-11-14,Distribuidora de Gas del Centro,1.439823
2023-11-14,Camuzzi Gas Pampeana,3.384503
2023-11-14,Camuzzi Gas del Sur,9.682558
2023-11-15,Naturgy BAN,3.98
2023-11-15,Camuzzi Gas del Sur,10.134368
2023-11-15,Litoral Gas,1.56393
2023-11-15,MetroGAS,4.5609
2023-11-15,Distribuidora de Gas Cuyana,1.297227
2023-11-15,GasNea,0.432756
2023-11-15,Distribuidora de Gas del Centro,1.040365
2023-11-15,Naturgy NOA,0.88
2023-11-15,Camuzzi Gas Pampeana,3.612358
2023-11-16,Distribuidora de Gas Cuyana,1.111688
2023-11-16,Naturgy NOA,0.87
2023-11-16,Litoral Gas,1.567404
2023-11-16,MetroGAS,4.4675
2023-11-16,Camuzzi Gas Pampeana,3.389143
2023-11-16,GasNea,0.258755
2023-11-16,Camuzzi Gas del Sur,9.411861
2023-11-16,Distribuidora de Gas del Centro,1.404851
2023-11-16,Naturgy BAN,4.17
2023-11-17,GasNea,0.284222
2023-11-17,Litoral Gas,1.498313
2023-11-17,Distribuidora de Gas Cuyana,1.06
2023-11-17,Naturgy BAN,3.99
2023-11-17,MetroGAS,4.3445
2023-11-17,Naturgy NOA,0.89
2023-11-17,Camuzzi Gas Pampeana,3.420507
2023-11-17,Camuzzi Gas del Sur,9.352497
2023-11-17,Distribuidora de Gas del Centro,1.208413
2023-11-18,Naturgy BAN,3.62
2023-11-18,Camuzzi Gas del Sur,10.066018
2023-11-18,Naturgy NOA,0.87
2023-11-18,Camuzzi Gas Pampeana,3.825109
2023-11-18,Litoral Gas,1.188045
2023-11-18,MetroGAS,4.2326
2023-11-18,Distribuidora de Gas del Centro,0.970264
2023-11-18,Distribuidora de Gas Cuyana,1.331487
2023-11-18,GasNea,0.115104
2023-11-19,Distribuidora de Gas Cuyana,1.0461
2023-11-19,Distribuidora de Gas del Centro,0.985298
2023-11-19,Naturgy BAN,3.01
2023-11-19,MetroGAS,3.5482
2023-11-19,Litoral Gas,0.857975
2023-11-19,GasNea,0.190433
2023-11-19,Naturgy NOA,0.75
